Time,node_18_total_inflow
2012-06-29 15:41:00,4.0595060796924955e-14
2012-06-29 15:42:00,9.858602737779507e-12
2012-06-29 15:43:00,-9.04654922695318e-12
2012-06-29 15:44:00,-2.938953067899005e-11
2012-06-29 15:45:00,-1.5004135910666846e-11
2012-06-29 15:46:00,-3.272433631488326e-11
2012-06-29 15:47:00,1.98473888571547e-12
2012-06-29 15:48:00,4.422710310329961e-11
2012-06-29 15:49:00,-1.624281511219388e-11
2012-06-29 15:50:00,-2.0475671694058034e-11
2012-06-29 15:51:00,1.6164787656111542e-11
2012-06-29 15:52:00,1.1777271269282005e-11
2012-06-29 15:53:00,3.4786702169306527e-12
2012-06-29 15:54:00,-3.0705445475370756e-11
2012-06-29 15:55:00,-9.653101412880253e-13
2012-06-29 15:56:00,2.29450054171235e-11
2012-06-29 15:57:00,-4.435908006040771e-11
2012-06-29 15:58:00,-1.5101320114327202e-11
2012-06-29 15:59:00,-6.274035041342786e-11
2012-06-29 16:00:00,-4.2554745412904215e-11
2012-06-29 16:01:00,-6.077725624712718e-11
2012-06-29 16:02:00,-7.758007325464483e-12
2012-06-29 16:03:00,-4.182573388764221e-11
2012-06-29 16:04:00,8.951723841116152e-12
2012-06-29 16:05:00,5.172785858599431e-12
2012-06-29 16:06:00,-6.168721172788495e-12
2012-06-29 16:07:00,-8.305307045707694e-11
2012-06-29 16:08:00,-1.777686556293901e-11
2012-06-29 16:09:00,-1.6005311982353757e-12
2012-06-29 16:10:00,3.73919653810915e-12
2012-06-29 16:11:00,-5.049448026167799e-11
2012-06-29 16:12:00,-1.5765858109119712e-11
2012-06-29 16:13:00,0.21063359521891195
2012-06-29 16:14:00,0.5366498916594344
2012-06-29 16:15:00,0.958482062944637
2012-06-29 16:16:00,1.3691858918392728
2012-06-29 16:17:00,3.6034234496250046
2012-06-29 16:18:00,8.131129491732613
2012-06-29 16:19:00,12.288627181560296
2012-06-29 16:20:00,15.51334391069339
2012-06-29 16:21:00,16.740117541967788
2012-06-29 16:22:00,16.949510841934206
2012-06-29 16:23:00,16.069065710437403
2012-06-29 16:24:00,16.38710591971961
2012-06-29 16:25:00,16.69561922417058
2012-06-29 16:26:00,20.848310075158565
2012-06-29 16:27:00,26.237500463880743
2012-06-29 16:28:00,30.776637042284772
2012-06-29 16:29:00,31.786252266242098
2012-06-29 16:30:00,31.120654219718446
2012-06-29 16:31:00,25.958701303224647
